Field1,Field2,Field3,Field4,Field5,Field6
97ac55223012664b,hxa,ZGVCI,5976,b9d1adae75,1e396aae738b
d9ede9501fd57062,mqe,ICVMN,6500,c3dfb01f3b,c893e8c9fcf7
153397fbdc35a68c,njo,WFFSL,9458,31cd660b92,aec1a73609b0
0b6775dd249c4a22,gvg,QCHAW,4963,b74f35f553,3751a6e7a3c2
29dc747e9165522a,nit,CPRZP,1989,f1ec6c14b8,fe73225ff689
e457be4996917dda,aiw,DVTPH,3425,c8e470abea,63181eb50fe8
5361970210fefab1,ajr,HUXRK,8388,6fd21cf6f4,7399184b66c2
369429c389c72b75,svi,AKGAX,7811,d36089c3c8,fa66c9b971bd
68e863b409e6077c,epd,GYLSM,5651,cee6688ae8,738f26673495
27066755e967133b,ldb,NWXAM,8240,12a82aea16,9784fb67af75
fec305a1a17cdcd5,kyp,AMZET,6248,841e92b4c5,610c23434fa3
3645824fd5457b13,ecw,OVKPW,4796,eac145fe5f,755307c4dae2
8330d737c32a1eda,fnn,FQKNG,5051,75ebb7fb6b,ace560dadccf
181d9650b648726f,qvc,SZECC,6004,270738e4b1,92be2e0156c9
0b4d6165ed2b12b8,wmb,KHEEK,1958,c1b98dda21,72ba70dccf11
cd98cf8c9f1b891b,pvc,ADEZG,7868,f0be42e287,6b2bccdf13db
f543fce36f1565b5,kjx,GAPTM,9458,48d554dc15,4ac9a0bb1c49
fb70644fbed55dde,com,IWIGW,0328,d3831063fa,d25f678c42bd
73844f654f3f1673,jpy,VMJSK,6590,fc5e381970,110d75fc24b0
5fef3bbe31bc1208,fpc,FAIGB,9529,5a7f80ee2a,f5862587687d
0936ec12d2010f6e,xmz,LKVPG,0874,d3504bb43b,0bc9f3ec7520
9c6acd8aa330291a,mrm,SVMBL,3808,67f722dcb5,0309e77fa5a2
9e833bb8e88fae35,rsa,ZHADT,1205,dbdb646f98,a86cd9d427d8
f7f0d50a52fe0f05,far,AMZET,3910,4b4d2a696f,493f7aa78e74
89e02ba239978025,vdn,MMLRE,8988,ae8c2668a1,6cb5b15cca46
7228ac8c93eb2cc5,zqy,BKSJD,8439,5312c4c0d0,d71f8612aa93
c1be5243f3dfd3bc,zir,CAOZC,3384,cb597939e2,3d8c87bfd812
bc7453c65c80625b,kay,MMLRE,7242,ae8c2668a1,2ad045e16723
e63a0b83ce909b46,xhz,OIRRA,5606,95ee282699,33ed512ff98f
89b7d16f67ab8f72,aiw,DCIGL,6344,0f7bca711a,ce1a77556691
9b1f23c0eb8adb09,awt,AKGAX,2710,30428f8714,658328faf6bb
f68e34ac8b86caa6,awt,NVXDQ,9881,0fd550e24b,87592b2429b4
8311e4488f14ceaf,xaf,WVPCC,7313,5089fa05e6,bac6456d1c82
b17ebdc9fec4ea13,fbk,XWIOC,3843,c773f2b367,b60d4d255544
e3fde261c9634acd,oka,ZTYJC,0883,05fb4413f4,8ffaab4387af
21d1693e99b82eb0,wjy,UEBPV,1383,bc3281f103,ca517b81ef8b
c43da9fc1246d2df,jkd,SVMBL,1212,216f70dfba,334ce4c4a30a
bfc6ba86a42074c8,tkb,UBOJJ,2175,4f5274bcbb,091eb7894513
6bf84aa38b4905dc,xmz,MCRVT,6368,0dc2643f78,2134930ea942
1251cf8190fe1457,ecw,AKREA,4796,5ff9e95711,755307c4dae2
78d234c280dfa5e0,zqc,AJGRI,1166,88b0f67d04,2e4f479652a6
033cc4f2a18dff4c,kir,KVRNK,6769,6eeaf01e1a,fe40d766dfd0
d6dd5affea8143f8,orb,OKHIC,7953,d199c8130d,7db0a36084cf
66f225dae4b10cfd,aiq,SVMBL,1466,67f722dcb5,e789dbea0830
360231f9d1aa3225,gml,NMVSC,6290,f2c0b25245,083f559c0695
9c8384b7e7078d85,bje,YSWBI,6769,155d8c6eee,bb504808a344
acf24992b6496b6b,mhp,PYOSW,3048,e2cb70d840,2f632409b9e6
2cbb9e4e27d8a03f,pvc,AIVCN,5071,6498e279e8,7772caa674a2
5e4ad14e767bdfb0,sqh,WFFSL,8101,b393a55924,e49c01a8a9ae
2c08ba6cf28018f8,unm,RDNQO,9906,21fa6b70c1,2dcb23b7f1a6
b3c295278ff66c26,com,ZBDWE,4897,e925864016,ed1ef70c919b
ff2a4c1d2ba0a932,wwt,GMALO,7553,d9616fae3c,eb9691c9ff3b
f33eff8b53569943,mbp,IAFGH,9620,9d3861e54d,7df5ffe74c36
d3833df27b224fba,rhj,NWXAM,1166,12a82aea16,2dd164ee82c3
eaa4407d207e4227,cmj,GGNCX,4156,175a17517a,5581b4ee1aa7
38a3b22c27746727,ayu,QIIIC,7083,9e0253403a,753872ab39c9
ff22f91f99f2fe97,tkb,ZBDWE,2175,a5b7d14621,091eb7894513
d867246e9d772ce4,nth,AJGRI,8123,7f85c3bedb,1c2fcf93b87b
c75b45a55c7c203f,gxk,GHIFC,0280,671ffff5f3,791b67fd8c01
a8c2f3f0e0d02565,fob,ARBQZ,0642,51372b7066,8715d6359211
d1df061ffa3bb20f,qbx,PVVZK,4721,516321877e,45b895d6a057
3a98de94f86ecaa2,tvx,AKGAX,7817,d36089c3c8,6b32f0c20778
6789a878f50c9658,nsi,IAFGH,4963,099fb4cc95,97e43398c107
9e0835b454d5b089,hrc,XXVTS,0866,79d24ed1e1,872c76cf67ab
2ee54f30863feebb,zwj,YXQTK,9453,adaa17bea4,f569e857a29a
39f210ec089e6973,leu,LSSFQ,7313,e8a8281277,fed9a4d99f48
9f87d091b908a735,com,GIEPS,1980,0c68735bb6,e3a81dc4c4c2
31ee0d1835f4843d,vyt,CAOZC,5802,6510a4a32e,772f541f892f
d96893452f9bc80a,qit,ZXCSG,3548,c7a5823792,ac12038c53ce
bd7982acea34f688,fob,XCSWP,7420,51825ebbdc,23f863d218f4
1f862d71c9619d4b,xfb,GKITW,5651,9b77e60067,201b6a0d51c2
d22cec9e51cf34fc,ngw,DVTPH,3516,033a913c5f,82e03c0869aa
8b9c169cd9b0209c,ooe,ZQJVM,8912,146ab03f7a,92b0f2d5ad1e
4d22a1e9a33b7703,zsr,QSBCT,1370,df8bcfb2e5,4e5926144e42
7fdf4b1eaba08c15,hvz,FFGCO,2534,f71b9babcc,dac411486de9
d99fa40fe6c0f16e,cwa,QSULX,5867,43a745cb8d,cc55c35c477d
37b84ac22a9933c1,qay,NLWBN,3212,a77ead85c7,1d274becdca6
8e175a6a7bf642a3,hlf,OUGOJ,4759,457737fd85,37b05e99f0cd
c7d24d682bf38154,anl,NLWBN,1989,3bb47ba21d,e2df57f33a3d
4c4ee52d5ed3ac20,vie,RYDIJ,2053,393cb48ed1,8aed73d3211a
330b3c11c86858e0,hok,YCKCH,0086,983f125375,4e7980bf89c5
e7a28b6d8c96b364,pah,YXQTK,5651,5cf043020b,9afe92f45123
96f3d2bd143640b5,rlo,ZGVCI,3594,1bdb6bf25c,e7b7de8d6ece
d6fd73946f192b98,pno,CXYDA,4429,4cd3116e83,a084e67e8632
c874832458e8ae83,fek,LAJNL,5290,8ace7c7404,e74dcf3b058f
35a962843f3f68ac,rhj,RGCRT,2133,cc8cb6f9ef,5527a8fdcc09
6b99362f98df186c,ufo,LAJNL,1640,1f9b9390e8,50f98a6cc1a2
8390d1d2f5c0a3d3,mbp,CUCUE,6319,e3cd7fc40c,4f5db0df68e0
633d45e1b2b8d133,ioe,AUAAL,7178,eb6da0f76a,abd8a87b628b
076c019469203c82,wql,NVBDP,3091,86a53a2e71,32d333456d1c
93c5960477266968,mtv,PEKEL,2650,a3d802040d,3395b105db66
e143b27629ffd692,vji,CWFDM,6097,177760feee,5224c141cbe8
9b88ca5172aaa5f3,sdr,NZYHC,3347,7c8653a085,b763c262384c
2acab525ddccaac2,bji,RGAWR,1989,710479fcb2,cbc73ccda791
4e056f85e0b55329,gxn,UAQNU,4897,31b2c87bed,8ddbc0e2890d
3a795809957ac548,pno,ETHEP,8993,7e6919e933,67e4d5f29146
8b22daa80767a364,uez,MCMMS,0389,31fa0b6480,4a2aa627f522
93001ce0bc495a65,onq,VNYDQ,0421,9ea890b786,2c5423a82e28
2a381a4636f36094,tec,NLWBN,1640,ce5f79345a,10697836344b
ec5e9ce344194ddf,tkb,YTVHX,2175,f2e0d35564,091eb7894513
d4708cb3b10d8263,kay,RWAZU,7242,3dd79596cb,2ad045e16723
763c26807919008c,szu,IGXCU,3263,e537d5e572,9f289930e06f
0ae6541ac8b51fbf,njo,AXLXP,9458,ce9a6d4fbd,aec1a73609b0
3c10090ec76d7c23,hph,QSBCT,4055,058d3e840f,64db07626fd9
380a057ec7086604,uuh,GBGEW,6079,840f1dcec2,d48dd5e2dc82
0ee2979e2b87288c,buk,ZHADT,2586,6b53d956e8,b994f04fa09a
2e645e3759ce0820,ota,ZFMQS,6368,731d3ce4cf,8a4b3b3aadb2
1d9a52a7b60e256a,hom,CPRZP,3548,e9c470c7a6,930c24528310
abca253a83bce78d,gxn,WQBYS,7880,af43f38da5,bdeed7a33e4d
0a5d25a9010598cd,pno,XCSWP,8993,fccc3bb0cd,67e4d5f29146
0d1c9ec605e80828,yzu,SZECC,1117,270738e4b1,b18625e6d22a
b32c6d60fc7d5c90,fvp,ZBDWE,3833,fb85897c75,0a77ffe803cd
37b6443381b77ff5,fsr,JYTGU,9127,c231560968,a38566e5a07e
04521cbc8abb4a4d,jqr,IWIGW,2408,28d149a1ed,43062d19bce5
dcd538cabbdb0364,qvm,MCTKJ,6792,4fa11294d9,e08e4f129b11
b06de8df61bef59c,ism,SXHKU,1547,0530089f1c,5f38a951aa92
5f367aff217a6eef,nlq,XHLQF,8977,b01ea6b718,c5004fae6c68
b80d08bb73f40348,kjj,GHIFC,9200,061cb95506,eda50918cdd6
b5393e7c11244138,aiw,MPIFX,1163,6819ed4022,66ae8e5184ef
c0f9e64406ed6e73,obq,MPIFX,7608,6819ed4022,4e879fe109cb
22a1c788ea073f10,whe,XODHW,9963,bb1667f24b,806b54637b2b
fe2e18754fd81c08,gxk,YXQTK,0280,5cf043020b,791b67fd8c01
6cc58a6aaa2c48a7,unm,VZEQA,0961,f8795dd839,b1ee8a67d1ad
4b6c5154aa5aae68,vji,RYEPF,8410,334427f732,3e67678a9896
faeb69911f09fb58,dqt,UCUFV,7354,3eb75b751d,a52bd5d6af81
1178c0fcdb4140a7,dfk,OUHDE,1431,f21d1c8beb,a354cbcfe3f1
43e7420423a72b0e,syc,PSKXU,5678,da4031bf46,4de6efd39574
13fb16675c048b8b,zye,WVPCC,1717,83b00e1217,02d658b2243e
7c0f24b9b0b9d7a0,mcv,OIGHR,8515,6f9da9d01d,c2053e309f19
21eee69d4dd6f909,obu,UCUFV,4522,0c6ce3229f,c4d5a92b09f1
96fec6a7be9f9661,olp,KVRNK,9854,6eeaf01e1a,070e1d838a0f
10b27509dc8c3e49,epd,CUCUE,5651,90c637427b,738f26673495
8e74575b2b5d281b,ooe,BKWDV,0309,9f4a7b8d5c,d0edccf7b060
57618bd2eba54cfc,hxa,LTYRW,5976,7d5a9f968f,1e396aae738b
37a9edee4cc06834,ujc,WVPCC,1587,a1a54ec53e,cbc2c517f3f6
d62c990d93f09210,kjj,AIVCN,9200,8720f3aac1,eda50918cdd6
2c597601b92f4384,smv,ZRVFQ,7167,90091d1fff,8243331abe88
cd52d8b5f56e872c,gyd,DTWNM,3971,71bda6a19e,89a36fef5e99
a6caf2a0a401abdb,rhf,MMYJX,7442,e86b4e6cdd,c037022d4f6c
55a5b67f41cbc63d,isz,CWFDM,9099,38bd68e53f,1343fa4bacb7
502bc5d675569afc,stf,XHAPI,2649,8cb34b96ef,8ea5a2806ec8
d1844fa80930fcfd,loz,RGCRT,4340,f2284f6acf,6a619256375c
56b97eab6c82a3a1,smv,CEYNM,7167,7ee6881545,8243331abe88
c86e2f1d1acb519b,fmy,IGXCU,7924,e537d5e572,84f2bc338b16
4b4ef5754b0fd88c,ksh,QPTEB,9889,a100dc105f,814acf073c54
4164aca86bd5c849,ahg,WAGJM,7880,721d1b7a5d,5af096bc6e23
bfbaa45efe9dd4ed,cfe,KDZHW,7959,7d85bc72e4,5b946279b02b
b1b2a94f7a434732,qbw,TBTGV,3971,34998c13c6,3447320e8534
879e24de27ca10cb,ydx,MMLRE,5049,b1348fc17b,ee66ac3b043f
688ea90bb66936d0,ozb,HHVUA,8578,b5427b09de,c8910092c630
e589d25e432a7ca5,aiw,ZKVSC,5113,feccc6d845,dad77e5f540a
d35d04a4b7571c7f,mbp,NOBTI,9620,5a18fa110d,7df5ffe74c36
fb0bd7d7c2ab794d,xaf,BKWDV,7313,9f4a7b8d5c,bac6456d1c82
bd89043cd928b284,mlt,DEHQE,0585,34a0ada558,4819853f6d9f
54c3c3d208ccbc0f,knz,ZRVFQ,2133,e4cb0c7801,8b7660e1b862
8151375325b59c8a,dwq,VMJSK,6568,5602c95d6d,2e27f24f4dcf
6cf4ef41eaa5bc43,xmz,BKSJD,6368,3ec31d6d55,2134930ea942
234bb4140c3d3f0c,gvg,SHEEO,0196,5581c55c8d,2b87bc0c6eb9
ea899bba5dbb9536,ujc,NZYHC,1587,4323afe4e4,cbc2c517f3f6
712acef5f4181d1f,gio,CEYNM,3062,7ee6881545,1b15f0d45986
c1ecbbcf2c8f5372,sov,PJNKH,5051,5b8a44f2a7,975e34f9ae55
be133d01b25e9c7e,yjr,QSBCT,0154,058d3e840f,ee2ae7d7001d
9ac2b098829c353c,hvz,FTKPX,7199,2b369c9ffc,af0e1918eb9f
2c3ea16018dfaab4,oka,PVVZK,4767,258578b23f,4e1f6d4dcb8d
e7a7606e6d07d38c,yxf,HUXRK,2751,8f3a11d4c5,455de12c5232
c7d1a1bca5e39389,ptu,WFMBB,6330,5ca72b8519,973521cd76d8
1e97af52bab88340,hbr,LSSFQ,9578,07b248c431,8a54d82e74c0
702a62dbb265cefd,kvc,OVKPW,8837,c2dd6a0e2d,ad9671592be5
2d29796d3a9ec58d,wwg,CXXIJ,2599,d30c4d6156,edeea469713c
f337a1d7a8ad65ad,jxt,RMHRC,8820,114120af91,51b19561ab4b
b88a2163916ddf7b,obu,OGTKA,2910,4bc9e72c1c,a4b2bf0ad26b
d8d373b8babc86b5,xyt,CEYNM,3224,0ea20debc6,cfbe58573f45
5e2566622b95f4d9,tzs,HKETL,8783,c4dbe06ec2,0eacf617f60b
a310033a2afe3ec7,qii,GIRSY,9099,6d8df1de13,f9a53efe4844
f912f0615850d5eb,vji,LYLYL,3315,25891b0ea6,6129fc0a6735
4321c2ae9c3b9619,hph,ZFMQS,4055,b643d29067,64db07626fd9
815222837b98097a,uuh,BTFFE,6079,6911160e17,d48dd5e2dc82
7b9e41565a7c7bae,gml,XHLQF,9971,b01ea6b718,b4cfa4fe3b61
373940b032958c79,qbw,FGPAF,3971,7a2d472df1,3447320e8534
8a23d3eb30f536c1,zfd,BTFFE,0747,bb9696dbbf,372217a236bc
c88066e25ea890ff,gxn,ZBDWE,7880,e925864016,bdeed7a33e4d
44675cf51a9d677b,ilh,LSXRY,4753,5ff085b3a6,837cb10251c9
2da4c67316532813,far,YTVHX,6720,c4e2de4755,01259d4aacef
027174167c85e920,mfq,ZDWNG,0448,22d04d33ac,0c4fc7a18896
180fe05157057858,thg,QWUIT,6715,9d7bce5b8c,9ec25c97122f
cafce53a158b1bfc,syr,QSBCT,6299,df8bcfb2e5,aa346fcdbacf
b3cffd8e448d3bae,vdn,LAJNL,8988,1f9b9390e8,6cb5b15cca46
9c2cdea6b093f94a,wql,UBBYR,3878,5ccc5abb93,e25109a4b790
7b656a15ef6c221f,sfv,JGOVH,3503,bca640957c,8747d93b181e
d61242ea5954e632,kpv,HLNXG,9523,6e463a2bf8,a71d0f69e739
80b0e669f12d3426,ash,BKSJD,0613,b7e03b35bc,31e1f864d6b3
f7313e448f224083,qay,ZRVFQ,7404,e4cb0c7801,ce4853b43502
8cabbb31159bcc32,vie,NQLMX,2053,49a7695d51,8aed73d3211a
1948528fa450e98e,mfq,NLWBN,2906,a77ead85c7,2b6fc3801481
43d3843c560a48d9,awt,ZHADT,2710,dbdb646f98,658328faf6bb
2a39da6dabad5798,mlt,HRGHL,3881,117d004768,e6518696b1ea
f7176e9991304607,qbw,QTBCL,3971,90ef550932,3447320e8534
7568e1b327fd0a28,lcd,SVMBL,7417,f3e98f39c6,bb62282941b7
1cecbb3fae6e3955,kaz,MYWML,2294,e22d526919,e1449e699280
577bd1714600dcd9,ngm,DFDVC,5927,d843712d50,70b121836bf6
8604f99443077e05,stf,UCUFV,2649,facdb41b09,8ea5a2806ec8
25a2cc83fdcdddad,zoq,RGHLW,8164,e22a65ecb6,74ff3d5ec2ea
191051540ca9f4b7,tlu,MMYJX,7262,e569d7c9ce,35ec7db84afa
353a120389d826ba,zql,MUYIS,2649,0e40ac1e01,8827be35ec6c
4570953a14d5a524,tgd,YRJJJ,2649,a5a9057152,4b0d0e245155
27c159b77e643566,xzr,ICVMN,0130,780a877f51,44b10fd28882
17f9c905bf509dde,uvg,UYVCF,8638,eaaeb86fb0,3d0981e81c1e
5120bfa0086f38db,pxw,GIRSY,4165,6d8df1de13,deb6c956a942
e8d843b695283246,mjm,RMHRC,5719,114120af91,04d34f8c2073
f24fea3e88b7009e,cfe,AMZET,6525,c124f0105c,1ec990539add
88507ef42767f63a,eco,AUAAL,8867,eb6da0f76a,249a574babc0
d4bd2ae3d581ffc2,gyd,FGPAF,9233,7a2d472df1,185103a9ffa8
c83f45e1859d5f3a,bbc,QCHAW,9024,c0119333e0,95e24141c53a
32d288b23c7a6f19,hld,VJIOM,6368,4a6b6c8616,91007a4b79fc
9d6658a6eb3ab26c,zir,BDRQG,6221,1bf6a47ce5,266e29e373b2
0222ab6d28e279cb,unm,ZTYJC,0961,da8c3fb570,b1ee8a67d1ad
cac18f9f67b2ff42,bji,NQLMX,1989,d31b6edc39,cbc73ccda791
7c6d2621c4d30b5a,sts,ZQJVM,7952,dddf20e322,f810ad6c395c
bcc9806081b5bde3,nit,XOKXK,1989,21c0dfe54c,fe73225ff689
d638e6dcf21193a8,rsa,XLYYF,4661,412c07c49a,22f38fa125e0
0814315dd1ee4896,wwg,ZHADT,2599,874541558e,edeea469713c
7bda0780afefa9d6,ydx,YMKZP,5049,5b76249de6,ee66ac3b043f
bfdac11a3fa1af6e,rfr,TMNOY,4206,00b4082896,c0befae9e81a
ea6e8e005e232247,zyi,NZYHC,6079,7c8653a085,3477da31beb8
3d07cd2aa19064e3,ngw,DTBFS,3516,b2546187e7,82e03c0869aa
eae5de0b07d641b5,wwg,DFDVC,0791,887c2c2a74,733ad5c4a7de
01f088e334af84cb,fmy,LCUTA,4899,f438ca16b3,a2494766f2a3
788ce795ce72eb55,rfr,LSSFQ,9048,e8a8281277,be8fac2ef970
757712499b4b850b,fsr,CUFOR,9127,33f3824aea,a38566e5a07e
db2671564f9e28bd,ash,AKGAX,9150,d36089c3c8,d7f8e9817da8
8b928af314d0f502,tsy,MMLRE,9867,cfba090094,d533adf519f7
72dc3660fb8b6f5e,ugj,UEBPV,9893,bc3281f103,6700396b2eb2
1eaa08aa9bfe7fba,buk,VJIOM,2586,8e3337c91e,b994f04fa09a
2f4289cc1a73d773,pto,WQBYS,9458,af43f38da5,8b3e3e26157c
3c16268dbd0a4e6a,mdc,YXQTK,6180,5cf043020b,0e27a10e821d
dda5d7390f1c814a,mfq,VMJSK,0448,5602c95d6d,0c4fc7a18896
1449d02e03dc399a,imo,HEZKB,4159,3876f07f44,6779af2b2472
9420fdc98ab5e8fe,wwg,CTXUZ,1980,ae61c73e1d,351c86de57a8
d10120701cf46d30,tsy,XODHW,9867,bb1667f24b,d533adf519f7
fed9edc34fe0403f,qii,AXLXP,4223,ce9a6d4fbd,2490dd440773
032229f29aa81720,kgj,SDZIQ,3333,223d92d6d0,200c6d051f27
b8f0911d23ee197b,wgw,MMYJX,6469,e569d7c9ce,84c027f17e46
33a451049c6956c3,nsi,LELYP,4963,2549cf748f,97e43398c107
69d0f19e48d05282,yzu,JWTUM,1117,6a28845206,b18625e6d22a
8348aa5eba9806a2,xfb,QSBCT,8454,df8bcfb2e5,76f8214d8e08
5be68fe7ffb2c9e3,omz,HLNXG,2993,fca0c59389,e80e141fbab4
0961bec61250da1f,dwq,RDNQO,6568,f08b25a396,2e27f24f4dcf
9aba86ca6bb0dac6,bwm,PJNKH,4721,5b8a44f2a7,50d9058d1652
2a6d1337ec46fce0,rop,MCRVT,2133,0dc2643f78,40f8b7cdfc6c
22faf58eb736301f,nsi,NVXDQ,8421,6acc5ae764,b9565ddc3a9e
e9fa82e2f65594a8,gnz,BDRQG,2506,fc2a354169,d0e204c0aaf5
7c26945074bf32f4,bgw,UYVCF,8578,4a6bc1c13d,c92683bc3146
9232b04c05c81e7b,mhp,VMZLW,1431,a953d0d425,0e0982454c92
79235dca6c0f1b8c,xky,LSSFQ,6237,316923ac5d,efbb12ad5155
604f9d86ddc05b37,yzu,BDRQG,9388,1bf6a47ce5,196a51f903c6
8afde5c3e8a5e200,mbp,FPJQE,7144,d6c7471629,f547b68cb58b
78ddba53f537cf8e,tzs,YXSEI,8783,6498a8e348,0eacf617f60b
5d299c34cc2617bc,hyv,GYLSM,4270,511472a0c8,407fba4d5b36
5addf08b5b001147,hel,VJIOM,1819,21fdb5e3a1,fb6f063468b5
8085128ec9640137,kir,XXVTS,9889,79d24ed1e1,82a2226e9131
b09629a43ff3d14d,gxj,AQPFM,6382,568b16c7f7,4e7f463de80a
1ab67c008424810f,rly,TXJHD,1645,351e94b1f1,046add541e90
587273e4c288b12e,zld,XXVTS,2294,fd296e9159,4e5f22ae0793
a9300d6f77ca4e6a,qyq,FAIGB,7548,5a7f80ee2a,2fd8ce457962
f334571e99b22f41,dmp,KNRPJ,0616,7b8cef9bce,4931ee2664af
87b50beac6c4471c,nlq,XCUMP,2649,ebf62e583a,e02ffde7931a
f78b3f52b20bd871,uek,HFIDJ,8036,c4c411a8fa,ff8ddc2a8ec1
d9b04fe3a04cc2ec,jbq,OIGHR,6500,6f9da9d01d,c9885c14e37d
20eeaf518003c5eb,far,RMHRC,7242,114120af91,e649290ced96
d871892f2421b90c,jax,WVHLD,7168,6ccecbe859,101beae36a99
c1c84ffe56eeb6f4,fjj,CUCUE,7313,90c637427b,19913067e227
2bfc876c972f99ce,fdy,OUGWV,9830,8f8b28fd29,ca9cea7f142b
1569ba09dcde7468,mbp,HFIDJ,7144,c4c411a8fa,f547b68cb58b
d475f9c61ead5838,aka,FGPAF,7567,f81b33b0e5,6449501bc0db
87e0c63a7b2e7412,cwf,UFYFO,8454,a6dd5d06c7,3b1e080c47bb
a84fa44c94d6d822,tsy,ZXCSG,0562,43ca90efa3,053bfcad4aae
d23751f0f4e373c0,pnc,JGOVH,2294,bca640957c,47d258612d2c
5359e7755150164b,cmy,UFYFO,8344,a6dd5d06c7,a12b4862efc9
01794d44e6f30dc8,rch,MHJJO,0562,bc7e86094b,ca856272a84d
6f3ad1a1f379e326,zqy,FGPAF,6054,f72892ca38,2e83edfe1cb2
0ced8f861e269869,qja,XDEZT,6425,95b7dcf6f3,798522e49a84
7ea47ccf17e36f66,wwg,KWBYF,0791,f079c414a4,733ad5c4a7de
6e3d45c0b6c016bd,omz,GYLZT,6590,ff0f2f5686,1ebfbe22820e
cd891588e12185ae,ooe,UAQNU,0397,d83c6844cb,5757468b7a4b
6253ad50032ee353,jty,HTQAU,4747,7b16749ad5,eed6a5870edb
7161e9f042f973f2,oka,CUCUE,4767,cbbd99a905,4e1f6d4dcb8d
489f6d20eb0b2db8,zra,HLNXG,2910,6e463a2bf8,c2eabb1fcd2b
4cc284a1371973c8,ptu,NSXRN,6330,d3ec2cf81c,973521cd76d8
8e42add8e6bc6e4a,cfe,IHZPF,4270,61dfa27d6c,992633e7b7b5
1771d14cf26de88d,kfl,BTFFE,7313,6911160e17,a838f421a431
591e5b04cd3d61d3,mbp,MIHGI,7144,9eb012a8bf,f547b68cb58b
8076427e25c9d507,gvg,ZQJVM,4963,146ab03f7a,3751a6e7a3c2
42e9db73ada17b10,xhf,SSRWU,9169,729409fac9,be0e4328e93d
913650e8416eca54,tlj,DPDPM,4375,768379a98b,f360d526f8c0
c2d5b57b3f6ba883,hyv,XLYYF,4270,f75076726e,407fba4d5b36
4d4804808c46b755,ujc,RDPBS,1587,a7612f8a66,cbc2c517f3f6
6d72010262e506a7,pto,NSXRN,2649,2c33f89eba,f8a863ffb75a
ea76aa5ee6715ebe,tvg,BKSJD,6344,0d78a85cab,3ffdfc7569a8
631ae801d354f54d,fpc,RUSUY,7838,5bad957ea9,27dbd5454b63
985d53910abf1cfd,pvc,PEKEL,2649,a3d802040d,6acb8886ed49
dcd4ee2ef7dafbd3,mlt,RCAVB,0585,e881bd0505,4819853f6d9f
e3722a7a2ea7ab86,aiq,YXSEI,2494,e867e6b01a,e1363767d270
d64d932679c71bb0,njo,EMUJF,5670,96b951597e,39fe1479abc4
6d5a8776e0367d6c,kju,KDZHW,8167,555334e4a8,2d4c0de6e3e8
71a4d41bfaa42db9,ecw,OKHIC,4796,d199c8130d,755307c4dae2
7fed4ee3eb52c454,kpv,OUGOJ,9523,584563303a,a71d0f69e739
70f708486e8d01d4,pfx,MXTTL,1370,b61851dd54,5cc7c752161e
a3f3edb461491f25,qbx,LKVPG,4721,f1ab9e7d20,45b895d6a057
4a839bdf7ada3fe8,hlf,IAFGH,3315,b5578ed3ce,adeb5cf48933
af3f8169e6bd19bf,zwl,GGNCX,8240,742b4256c6,2a5877d2cf0c
20b8a29313144a86,zgf,MCMMS,4661,91a5a4ea12,7ffaddaf4295
ddff5074bcff95c0,qvm,HUXRK,0196,8f3a11d4c5,f400f01d149a
9ca63c99e77b072a,zqc,WQBYS,9130,4519340701,52e53891eb5b
9b766aaaafdcd72f,zsr,EVEFV,1370,186aa86023,4e5926144e42
5c3467febbb270eb,opj,QPTEB,8754,7058774fa5,9c8a85c793d2
4ab999499a34a707,hlf,OBDKT,4759,a657d2202c,37b05e99f0cd
1d16a57dad937f59,xca,XODHW,7985,319f221351,2454bae1aaaa
0b2ac39e3488c761,ilh,HOWWG,4753,4d02da4623,837cb10251c9
0ca869a863785c1e,prs,MWLZJ,2690,6bc3435366,1b016b8b6293
0e4e0f5e5a199b7c,opj,XXVTS,8754,79d24ed1e1,9c8a85c793d2
96304cd6f6d3e2e3,xyt,XIXJR,3224,50c54aed1b,cfbe58573f45
d4a0047a0ab5d5d0,lcd,QNSEW,8969,f0d73344b5,c52bc132fca5
e0e0087a3691eb5a,rvw,LAJNL,1991,6587a748b0,56163d4d9739
9425325afa4438fb,unm,PYOSW,9906,e2cb70d840,2dcb23b7f1a6
e154ddbaa1aa65ce,xmz,GIRSY,0737,b644fef19b,417728e990db
383df083352f0867,omz,ECFVG,6009,85208ced66,165fcf3c6508
6b59fdaa9c80e691,ruv,PVVZK,6525,258578b23f,de03bf7683b1
f19de79d6152bc3f,jag,XDEZT,0196,8128082cae,4f8276a2f43c
5d2eae8638854082,ksv,TSSOI,7758,5d3e53f386,39122fb8c283
0491319b534d0ba6,btn,RJGKY,7420,6392f78c72,4f18034ef5e8
c9652cb165544fe3,ioe,FXDAA,7096,8604baf345,ab46c427e1b5
e174d407703663b4,wql,YRJJJ,2534,8a9e5e9988,015687806cdf
381ff89f1bf767b5,wgw,EDVXJ,7313,978311652f,27c524c6dd5b
dd1d8ec1ffe4fc3e,tbm,TSSOI,8495,74a350ca96,f5313fb75a1b
253d1e7792e9afa2,nru,HEZKB,6525,1c60e4f7c9,1b587dd470f3
ada9fa3e323796ab,nru,UBNKB,6525,0da7414ca9,1b587dd470f3
8d5130c29413ec60,rly,ZRVFQ,0050,90091d1fff,cd612bb82db1
97a0fba543fd2791,nru,HEZKB,0328,1c60e4f7c9,f807fe9097b0
