Field1,Field2,Field3,Field4,Field5,Field6
f272aeea6cd7ef67,yar,CPATY,4473,a7d20bc820,c5bb504a1bc8
d87303f324f1dd64,jbz,FYFTN,0176,6dd181d9d7,4446cbacc36b
f107245b06576115,jbz,UUXDK,9676,3dd5674a2b,f1324ceeb78b
6415c5f71c579ed7,bjd,TQUSG,1869,a13e9ec5b2,19904f639461
14424099037dcb6b,sxy,XRIUV,6616,7f6e4b9553,902838d5bdf5
5d963a3fc137a9c7,tuf,UUXDK,3174,00382573df,ad0f2f311b67
b861e71f6f4c9985,plz,FFDRW,1869,e16e12bf08,8c9638c981ce
68a03bd0c2a52ca2,plz,FGTQQ,8415,5932d14b60,55a959ffe748
f4750cde8cadd54d,ker,SFGVS,1259,369dd4a740,30c95a84414e
746500b759004ab1,fyj,CYFTC,2312,3efab7a032,a197458dd54c
282a278c55f62ab1,qvg,TNWBH,0241,9011ee1a43,6afe88f6eb5d
ed8aaeab68461ff7,zcx,KDXGP,3112,8fd5d44990,1082b0f26c38
3ad5101ed5257af3,ace,KDXGP,4244,5d4ff977ed,6220e285a84d
580044f794dcb3b0,ace,JPDAB,8801,ebaad7b53b,9fea1d4b85da
fa51cad23014adcf,rme,UUXDK,1786,00382573df,9d62f701ffbe
6808cac03ab95165,fyj,DYCIB,6497,55990a026b,cbdf10505ab7
1f69f9b332d3c1a9,msp,UUXDK,7964,6907205f8f,9838fc96d5c3
e2d9b505ac406de8,dtf,EYBIE,8716,7a18c55f6f,09a56aaf974c
8aa590423ef9bd1f,reg,TKQJJ,1054,7748687c3a,bc883fe0172b
d3a572ca70965afb,sxy,SKUAV,3174,80032d4241,f5b48a3e2410
74b85fd0ddf6170a,qvg,VHFLE,1672,fc804b7566,1e5521f599a7
aeec8432d5b78c7f,xlw,SKUAV,9718,80032d4241,5f1ee1c9e7f2
b6a6cab42f640a42,fyj,KNOWX,1629,6a9f674e15,21bbaebe7c61
730b292a098cedda,fyj,FFDRW,6497,e16e12bf08,cbdf10505ab7
e2f8a2c4c859d788,yev,WRDMH,7964,fd1a92fce5,d86cbb044ad2
fca6e43eca1c0978,yar,XRIUV,0241,2d39042d65,a6435a3674b0
6b10d42af25ec1c6,tvo,KDXGP,3112,8fd5d44990,c07180626934
3ea85cc4cc675b3d,wku,CYFTC,2155,537911a003,f0fd168049cd
1bbeb41d01321d54,nxm,UUXDK,2513,3dd5674a2b,3c3684e8b1cd
5a80901e293f51bc,xor,CYFTC,1672,e536bdcb77,8926fc453bfd
30438b7757ccee78,xlw,UUXDK,9718,24a75a93fd,5f1ee1c9e7f2
6d9f8d0f04576562,jbz,EYBIE,9676,aeec3aac0c,f1324ceeb78b
23136b922cc43a17,msp,TQUSG,4244,a13e9ec5b2,fee4661749c6
7af58dc98093e1a8,wxz,KDXGP,5412,93e7316597,ebcc3a9f13a2
cd4926f166d59c83,sxy,FYFTN,3174,2af71c6784,f5b48a3e2410
bca6591bbae73724,wxz,CYFTC,5412,14b40b22d0,ebcc3a9f13a2
fcd7038d59ba8f8e,xdb,VMTKB,2155,81f2ec4c65,7b1b7f96dc60
ac658248ca8f4add,nxm,WATJZ,3174,a430d905f8,46a0e8c295ae
2a710a9e59dcde1a,cfy,OXIKM,3087,40645e4de3,a38e95f63333
0262fef1ec8c274e,seq,GVLAE,8415,dece9c2791,dc65eb50a724
70a9cab8dd28f20e,swb,SFGVS,1259,369dd4a740,3bfe14dacc61
0b12af4d9981c1a3,fki,GVLAE,3087,dece9c2791,5042ac8f7f9d
435b3e478cb88862,wku,CYFTC,2155,e9a4ff0b6f,f0fd168049cd
1b90fc2de1403165,qvg,KDXGP,1672,3b60ebfb91,1e5521f599a7
7f2f5574360cc4d3,tvo,WATJZ,3112,2ec1b10bd3,c07180626934
1b2d51077bd4714b,cwu,WMJTI,7083,47dcbb45fe,fefcac7f1df0
8b611341f8986bce,xte,MPTOI,3112,bbc87e6905,0c98fd1d552c
04bbc27984ac02d3,plz,UUXDK,1869,6907205f8f,8c9638c981ce
730e9cb82adf795c,cgj,OXIKM,6290,40645e4de3,cbc5495200f8
040f044082213943,udm,RACKQ,7788,43f89cf2f7,38794dcd0387
bba78e1566bb3a43,brl,WMJTI,7124,ead22fde58,4d564a07e0ff
caf012df41569d78,fyj,KDXGP,6497,1ec2b5a6d2,cbdf10505ab7
866fc439fb7f9025,xor,RACKQ,1672,aff5029f23,8926fc453bfd
0892582258b2d254,ixz,TKQJJ,6616,7748687c3a,af4e66731304
36e40a5381d12c21,tuf,SFGVS,3174,369dd4a740,ad0f2f311b67
ba985a9b95d99b85,plz,CYFTC,6313,f38220bf40,91c15b1f0ca7
9f591ec4d2f6e4dd,sxy,WATJZ,6616,a430d905f8,902838d5bdf5
02d620b32a42e5fe,wdm,TQUSG,0075,a13e9ec5b2,bcc5bf01e9be
7ed0f38dd73a918e,zmp,CYFTC,1629,14b40b22d0,8ad526550235
e19fbf47ca1424c7,dtf,CYFTC,4671,be97904950,c423fa599eb5
c34eded09f68e95b,bej,IAJYM,9676,3808c9b213,2a80387d60f6
3ac4873a1ed07096,udm,OXIKM,1786,40645e4de3,4971f030d315
61babfb33c1349ea,cfy,KTSKQ,1672,862de20e2a,d9acedb8b93c
b901893fdd837551,brl,JPDAB,4671,9fff632e65,6f51a7181e54
7c2418e912b0eff7,fyj,MPTOI,6497,715f79fabb,cbdf10505ab7
206112a9fc04214c,reg,TNWBH,1054,4e079268a5,bc883fe0172b
fe531133914f5152,plz,WMJTI,6889,3f7d2b3e21,1e0603faaa28
1e312b6febf47dc9,msp,DYCIB,3604,55990a026b,18baadfdc8d1
537e7f5041984494,cfy,EYBIE,3087,fe55aede36,a38e95f63333
99e238f7e870b865,yev,KDXGP,1743,74b98ecf75,5a5fd3331e49
f33a9cefb3d67ce1,cwu,WMJTI,7083,47dcbb45fe,fefcac7f1df0
5325b64914df2a95,sxy,KDXGP,2312,93e7316597,6c3ffb32386a
86e6990904f42202,yar,GVLAE,1786,dece9c2791,3b679e4873ec
84dca9b827277759,duk,KTSKQ,1672,e41dc0ca45,94b71d9363b3
89d46c81d0941d5b,yar,CYFTC,9718,be97904950,829eb09ee08b
26e9e238741067e8,xhg,KNOWX,9846,6a9f674e15,795b26c9a350
9c607af004b4f7b6,zcx,SKUAV,2513,283537941b,02c0059bf7d4
7876c9b84020ac42,udm,FGTQQ,7788,8a7302292a,38794dcd0387
d5df71f54be25436,jbz,WATJZ,0176,2ec1b10bd3,4446cbacc36b
724c1061c60181d1,nxm,WRDMH,3174,fd1a92fce5,46a0e8c295ae
1c72415fc595f0ae,fki,KDXGP,3087,e01e6a26ac,5042ac8f7f9d
3fa37dc88ed36233,zmp,XRIUV,1629,2d39042d65,8ad526550235
3c2ec51b97fc6ee2,udm,MPTOI,1786,bbc87e6905,4971f030d315
e609a51a082b0e25,ker,TQUSG,1259,a3266364ed,30c95a84414e
0803526906558d9c,xor,XRIUV,1672,7f6e4b9553,8926fc453bfd
1f83b62d2101920e,jbz,CYFTC,0176,d885108a2c,4446cbacc36b
fc01c3f40be34ec6,wxz,CYFTC,5412,e9a4ff0b6f,ebcc3a9f13a2
f11185e606b4598f,nxm,EYBIE,2513,7a18c55f6f,3c3684e8b1cd
c75414589f0c40a3,xlw,TKQJJ,9718,8c6cdc5a7e,5f1ee1c9e7f2
e0c4bfedb232752d,reg,CPATY,1054,a7d20bc820,bc883fe0172b
939b40e54ef856b8,fyj,EYBIE,1629,a3423b809d,21bbaebe7c61
89e7d560f3484c47,fyj,VHFLE,6889,1f3963bd20,d830c8b5e8ae
ff9729c3d0286a32,zcx,UUXDK,2513,3dd5674a2b,02c0059bf7d4
c8e2c545d54fa213,cwu,WRDMH,7083,5250fc679b,fefcac7f1df0
69505684c4be9731,udm,EYBIE,7788,fe55aede36,38794dcd0387
ac30d04f925a2f4b,bej,XRIUV,1714,2d39042d65,f8e0bfe78ad0
e94734eed1746380,msp,RACKQ,3604,43f89cf2f7,18baadfdc8d1
db6fd3f99bf0c320,wku,FGTQQ,2155,5932d14b60,f0fd168049cd
1364552c606ab92c,sxy,WMJTI,3174,47dcbb45fe,f5b48a3e2410
c8ee88b5b007e960,xhg,OXIKM,9846,40645e4de3,795b26c9a350
e61c776d7edd8fee,fki,JPDAB,3689,d1d5d43d29,ad1136c4e2a1
26576765eb0a7ed8,zxn,UUXDK,1714,cb439b2cf4,f96a85307515
74ba5c60834565c4,nxm,KNOWX,3174,cd3df69b9a,46a0e8c295ae
89a7ea3414fe6548,fyj,SKUAV,2312,283537941b,a197458dd54c
ebd3081411e285d9,zmp,WATJZ,1629,d312747e92,8ad526550235
6a8ed9cd5b47e683,fyj,VHFLE,1629,4784f92251,21bbaebe7c61
4e4ad9b602bbf5b3,tvo,CYFTC,7964,14b40b22d0,a7abb6800cbe
d2f2b597f57c02d0,dtf,KDXGP,2155,1ec2b5a6d2,2f5a9c3351e0
53c9039d459822ba,fyj,UUXDK,2312,24a75a93fd,a197458dd54c
f8da3777f02a274e,ace,WMJTI,3174,3f7d2b3e21,ca7d3d2f9a7f
2eddcd9623503d6d,yar,SFGVS,9718,369dd4a740,829eb09ee08b
3e9aae1703eaa2be,reg,EYBIE,1054,aeec3aac0c,bc883fe0172b
bd74f8adac31005a,ker,SKUAV,1259,aee9c13e2f,30c95a84414e
f8436533167fc2e5,wxz,KNOWX,5412,cd3df69b9a,ebcc3a9f13a2
fbe7fc9188d4ec73,sxy,KTSKQ,6616,773a0b7044,902838d5bdf5
139836f23cb610ec,sxy,KTSKQ,3174,862de20e2a,f5b48a3e2410
11b7241d949c39fa,fki,KTSKQ,3689,a62b425ed2,ad1136c4e2a1
9035103001d3fb40,yar,MPTOI,1786,f3398e2c2a,3b679e4873ec
e7b4c5bd85461c86,cfy,FYFTN,9846,6dd181d9d7,2e75ba400114
219544b7615d16ae,zxn,SKUAV,1714,aee9c13e2f,f96a85307515
f74e1530ec714845,cfy,FFDRW,9718,e16e12bf08,f79b62e79d8b
bc69344640dbadfe,ace,UUXDK,6616,cb439b2cf4,aff079aefea7
efbc08d36e97e479,rme,FFQCT,1786,dc05161525,9d62f701ffbe
f5167addb68a6bb1,ace,CYFTC,8801,e536bdcb77,9fea1d4b85da
a6eb15a052c6bdd1,ace,UUXDK,8801,3dd5674a2b,9fea1d4b85da
8f26903ac759a565,wku,SKUAV,3112,aee9c13e2f,a93f135b8ed2
9218371ab9500c79,ker,TNWBH,1259,4e079268a5,30c95a84414e
80453eff086cb44c,wdm,RACKQ,7083,aff5029f23,836f9157f5d7
b6194ba1630c892e,cwu,FGTQQ,7083,5932d14b60,fefcac7f1df0
2ceff2313cb5c2d6,bej,TKQJJ,1714,b5cede7687,f8e0bfe78ad0
87cf4f64ef2cc6f6,xor,CYFTC,5610,14b40b22d0,09d0af1ae1d7
7d6b750dd7c51c8f,brl,FFDRW,7124,e16e12bf08,4d564a07e0ff
94410146af20bb06,ace,SKUAV,8801,e6fc474163,9fea1d4b85da
f32eb84d12c571f4,udm,UUXDK,7788,24a75a93fd,38794dcd0387
317aa12db18bb3ac,nxm,VHFLE,1259,75187b3fbc,e9a2e601060c
774f0c8f420a9ec7,fyj,CYFTC,2312,3efab7a032,a197458dd54c
940599cd21472bdb,sxy,KTSKQ,2312,781c8e1169,6c3ffb32386a
f33b8d2d7812da99,ker,TQUSG,1259,a13e9ec5b2,30c95a84414e
a6a255b52035b90f,nzu,CYFTC,8716,14b40b22d0,b48a7d310c29
26787fc0dbb373d2,xdb,TKQJJ,6497,7748687c3a,bf54e302e335
94792064d3a36e75,dtf,EYBIE,4671,3a91e70f72,c423fa599eb5
0799ea85336eaf6e,zcx,WATJZ,0075,d312747e92,f4fc9d0a4b0a
dd7f076231dcf889,fyj,EYBIE,6889,fe55aede36,d830c8b5e8ae
8febce0a69022fe6,ace,UUXDK,3174,00382573df,ca7d3d2f9a7f
620818c2bb9c8ce7,reg,EYBIE,1054,afb95b6e04,bc883fe0172b
bc7df04c3c0a886d,plz,SKUAV,8415,aee9c13e2f,55a959ffe748
1ea078ca9d582dea,tuf,EYBIE,8361,7a18c55f6f,38aee69eb96e
71943cb7ffb832ed,cfy,VHFLE,3087,75187b3fbc,a38e95f63333
dc31eee799327ccd,fki,IAJYM,3087,3808c9b213,5042ac8f7f9d
2ba8b39c8c6b515c,msp,WMJTI,7964,47dcbb45fe,9838fc96d5c3
ce7517f736ed6d36,cfy,WATJZ,9718,2ec1b10bd3,f79b62e79d8b
72bfd523053886e1,dtf,TQUSG,4671,f26f8eb3aa,c423fa599eb5
62bbb14ad7385194,ace,EYBIE,6616,fe55aede36,aff079aefea7
8b228c65f8557baf,tuf,CYFTC,3174,d885108a2c,ad0f2f311b67
74cc3d6e40995e2d,wku,CYFTC,2155,e9a4ff0b6f,f0fd168049cd
6ab20562c0de7fd4,zcx,VMTKB,2513,81f2ec4c65,02c0059bf7d4
f16f180b21c8f382,tuf,EYBIE,8361,3a91e70f72,38aee69eb96e
36a381ba6f96ca09,xdb,CYFTC,1054,e536bdcb77,0b2d34829745
3e948546d3309dfc,dtf,JPDAB,8716,40662e339b,09a56aaf974c
d381fdcb5cf380f2,sxy,IAJYM,2312,3808c9b213,6c3ffb32386a
ce47bcea18d6d8b3,plz,KTSKQ,6889,e41dc0ca45,1e0603faaa28
cb397dcc53d2d0ab,zxn,LKFXR,1714,ca0dc87506,f96a85307515
8853bcc0ccbb6536,xhg,WATJZ,9846,2ec1b10bd3,795b26c9a350
31a2b49ce0f0171c,sxy,KDXGP,3174,8fd5d44990,f5b48a3e2410
250254fcb8894d37,xdb,KTSKQ,1054,a62b425ed2,0b2d34829745
9ee0ec60dcaf6ddc,msp,SFGVS,3604,369dd4a740,18baadfdc8d1
aa727cdfffb25947,xdb,VMTKB,1054,81f2ec4c65,0b2d34829745
4b0345439dba7495,yar,KTSKQ,9718,862de20e2a,829eb09ee08b
369546cfe2bec2bf,yar,SKUAV,4473,e6fc474163,c5bb504a1bc8
a7170a957a7bf5ab,ace,KTSKQ,8801,e41dc0ca45,9fea1d4b85da
0de177f9267f0a87,rme,RACKQ,1786,aff5029f23,9d62f701ffbe
548d20c869a6e716,nzu,TQUSG,8716,a3266364ed,b48a7d310c29
fff84ed1386a61dc,fki,EYBIE,3689,a3423b809d,ad1136c4e2a1
f06ee12cca9dd40a,nxm,TQUSG,2513,a13e9ec5b2,3c3684e8b1cd
b3615aacc6926de8,fyj,KDXGP,6889,e01e6a26ac,d830c8b5e8ae
ab9853af1c854f10,xhg,WMJTI,9846,7e64c6c747,795b26c9a350
7c5143c6181234e3,brl,DYCIB,7124,55990a026b,4d564a07e0ff
01716d9f0f957448,cfy,KDXGP,3087,74b98ecf75,a38e95f63333
18511f3614897a04,yar,KTSKQ,1786,21bee10210,3b679e4873ec
3c6b716702df9943,nzu,CYFTC,9676,d885108a2c,4b663d9f8ed8
2d21ffd710aaa1e4,jbz,JPDAB,9676,ebaad7b53b,f1324ceeb78b
849644db69988abf,zxn,VHFLE,1714,75187b3fbc,f96a85307515
a42e6c5b850fe358,yev,KDXGP,7964,1ec2b5a6d2,d86cbb044ad2
46e8f046a6cf50a2,fki,SFGVS,3689,369dd4a740,ad1136c4e2a1
18cca7d6ffba495c,cgj,KTSKQ,6290,781c8e1169,cbc5495200f8
db151fad68f386aa,wxz,UUXDK,5412,cb439b2cf4,ebcc3a9f13a2
84103cc12bb23175,ace,KTSKQ,3174,781c8e1169,ca7d3d2f9a7f
d5a816fa6ac93641,xhg,MPTOI,6616,bbc87e6905,fc3c77f8a2c5
b8e85c9a2042b27e,xhg,WMJTI,9846,47dcbb45fe,795b26c9a350
9634bc4d540c158e,yar,FGTQQ,0241,8a7302292a,a6435a3674b0
25f91c31f2363327,yev,UUXDK,5610,00382573df,65368eb62540
f7485d5a80dad374,fyj,FGTQQ,1629,5932d14b60,21bbaebe7c61
0f8fe9495e671ed8,xhg,OXIKM,9846,70c48b7a77,795b26c9a350
e1d2f9fcb36f3977,ace,TQUSG,4244,a13e9ec5b2,6220e285a84d
e7071cbbaa702191,tuf,KDXGP,3174,3b60ebfb91,ad0f2f311b67
6fcb96ec112ed5a2,ace,KDXGP,3174,1ec2b5a6d2,ca7d3d2f9a7f
59a4ab99d268a30b,jbz,WRDMH,3112,bd0a7842c0,373988238c4c
290c4919fce3fbde,fyj,CYFTC,6889,be97904950,d830c8b5e8ae
28dd1b51b7254834,tuf,KTSKQ,3174,781c8e1169,ad0f2f311b67
a99bf39a765dc0c6,wku,KDXGP,2155,5d4ff977ed,f0fd168049cd
384ac00b056bedb5,xor,DYCIB,1672,55990a026b,8926fc453bfd
9935dea1eec73f23,qvg,WMJTI,1672,7e64c6c747,1e5521f599a7
6771024646a20c88,bej,TQUSG,1714,f26f8eb3aa,f8e0bfe78ad0
dc4943c81b7942dc,wxz,FFDRW,5412,b6fe092e16,ebcc3a9f13a2
036f2f3487159e04,nzu,VHFLE,9676,802c9e9853,4b663d9f8ed8
d506d71df77ff29e,bjd,LKFXR,1869,b1d03c3a6d,19904f639461
71437dd85d3f068e,udm,VHFLE,1786,1f3963bd20,4971f030d315
3af88d5de16e3694,swb,KNOWX,1259,6a9f674e15,3bfe14dacc61
71dda995275cc86d,sxy,FGTQQ,6616,8a7302292a,902838d5bdf5
4764fea330c07e9f,reg,GVLAE,9069,dece9c2791,af019d6892f2
55c84933191bc9d0,nzu,XRIUV,9676,db342233ee,4b663d9f8ed8
796f13ab298e8d12,zcx,VHFLE,2513,4784f92251,02c0059bf7d4
f17d445219257639,wdm,TQUSG,7083,a13e9ec5b2,836f9157f5d7
091809c12e4328fd,fyj,KDXGP,6497,74b98ecf75,cbdf10505ab7
e974a4ca2edf2cb4,zcx,RACKQ,3112,aff5029f23,1082b0f26c38
05fcd8a6e8a5b783,yev,UUXDK,5610,00382573df,65368eb62540
e193b85ab9f4ebb1,yar,FFDRW,1786,e16e12bf08,3b679e4873ec
dbaf843457f06742,msp,FFQCT,7964,c281526710,9838fc96d5c3
e2ee1d421cf01b30,fyj,KTSKQ,1629,8a8e06719b,21bbaebe7c61
480b1f0ede257a24,zcx,EYBIE,2513,7a18c55f6f,02c0059bf7d4
a422db8388247ac7,tuf,KTSKQ,3174,781c8e1169,ad0f2f311b67
665b5f281560d3d2,cfy,UUXDK,9718,00382573df,f79b62e79d8b
e9a1d67bde99bb7f,fki,SKUAV,3087,283537941b,5042ac8f7f9d
45eee1d3f46dcc60,yev,EYBIE,7964,fe55aede36,d86cbb044ad2
8e51bc9aef9a9170,dtf,CYFTC,3630,d885108a2c,436e9c8ffcff
a77dbafce799d29a,nxm,FGTQQ,1259,8a7302292a,e9a2e601060c
1b47427d84d87446,xdb,KNOWX,1054,6a9f674e15,0b2d34829745
a80edc6d47b87b2f,xdb,WMJTI,1054,47dcbb45fe,0b2d34829745
8cd84a9eee80f741,tvo,VHFLE,7964,802c9e9853,a7abb6800cbe
78f914ad38249b4e,tvo,KTSKQ,3112,8a8e06719b,c07180626934
e619095f20e70c60,ker,KDXGP,1259,8fd5d44990,30c95a84414e
590eaea4c99b2af3,fyj,KTSKQ,2312,a62b425ed2,a197458dd54c
9927243d527b7455,xlw,IAJYM,9718,d2b24d2829,5f1ee1c9e7f2
d7bb45becdeeef88,yev,JPDAB,5937,d1d5d43d29,559bc4b27ca6
f35c93d32220f003,yar,TNWBH,1786,4e079268a5,3b679e4873ec
1b2bfc7a4c92e67f,yar,UUXDK,4473,24a75a93fd,c5bb504a1bc8
3726a4e7290bcd33,ace,SKUAV,3174,e6fc474163,ca7d3d2f9a7f
5c61ebe5f5c42dc5,nxm,CYFTC,2513,be97904950,3c3684e8b1cd
0fe519220558562b,cgj,WATJZ,2312,2ec1b10bd3,62d723c9e65b
da54d52688db57ce,nxm,FFDRW,3174,e16e12bf08,46a0e8c295ae
3c007b054982aa7e,brl,UUXDK,7124,24a75a93fd,4d564a07e0ff
d2b49299131dd7e7,xdb,KNOWX,2155,cd3df69b9a,7b1b7f96dc60
83a3d5201bc1a22c,yev,KNOWX,5937,cd3df69b9a,559bc4b27ca6
6b306880dc2e9f40,bjd,FFQCT,1869,dc05161525,19904f639461
d3d91b109d3dd09a,seq,CYFTC,0176,e536bdcb77,6d9c23fff3ee
2d95743e32d225ca,xdb,SFGVS,2155,369dd4a740,7b1b7f96dc60
2c20010bdffa47a4,yev,XRIUV,5937,2d39042d65,559bc4b27ca6
f44a2048f8fba50a,zxn,TKQJJ,1714,8c6cdc5a7e,f96a85307515
0c958b83bf3c10bb,zcx,WMJTI,0075,e4eb0f1571,f4fc9d0a4b0a
079cb21f0d87b1ca,wku,VMTKB,2155,81f2ec4c65,f0fd168049cd
55ec16221347bb05,xdb,TKQJJ,2155,b5cede7687,7b1b7f96dc60
36e951f2ba0fbb51,wdm,KTSKQ,7083,773a0b7044,836f9157f5d7
373a38031bcdb563,fyj,UUXDK,6497,dde854b2e8,cbdf10505ab7
373c1a1a51abf6df,reg,MPTOI,9069,715f79fabb,af019d6892f2
6840217ee7267c6b,brl,OXIKM,4671,70c48b7a77,6f51a7181e54
bfadd8a0ae3d3270,xlw,WATJZ,9718,a430d905f8,5f1ee1c9e7f2
94e5e886530993fa,cfy,KNOWX,2155,6a9f674e15,f8e7fb3c99f5
6ceea36252bab4c9,zcx,LKFXR,3112,b1d03c3a6d,1082b0f26c38
e32b88b9412b0d14,xor,KTSKQ,8361,781c8e1169,05541338b580
8da6bcabb7dcdaba,jbz,KTSKQ,0176,a62b425ed2,4446cbacc36b
f8434d19e5c534fc,cfy,FGTQQ,9718,8a7302292a,f79b62e79d8b
8ad5ca6e51e98495,bjd,UUXDK,1869,3dd5674a2b,19904f639461
dc99445dc0c4e7bc,qvg,CYFTC,0241,d885108a2c,6afe88f6eb5d
5ed9b5a58a7b377e,xhg,LKFXR,6616,ca0dc87506,fc3c77f8a2c5
f1c4ef1eb95bd562,cfy,UUXDK,9846,00382573df,2e75ba400114
c037c4bea91395d1,eoh,WATJZ,1714,a430d905f8,c02284a7b0d3
0ccbebe0b7ddfd07,seq,FFDRW,8415,b6fe092e16,dc65eb50a724
a160e1a055d0e466,zmp,IAJYM,1629,3808c9b213,8ad526550235
761ee92bf23a76a3,cfy,SKUAV,9846,283537941b,2e75ba400114
ea759c806a08fd29,fyj,EYBIE,6497,aeec3aac0c,cbdf10505ab7
17feb5f91ef83a39,tuf,KDXGP,8361,93e7316597,38aee69eb96e
5ceed3e8274fd9cb,plz,TKQJJ,6889,b5cede7687,1e0603faaa28
513beb66f0caef69,brl,UUXDK,7124,cb439b2cf4,4d564a07e0ff
afa8f25d6191ee47,nxm,JPDAB,2513,9fff632e65,3c3684e8b1cd
f06bfb0f2bc731be,nzu,UUXDK,8716,24a75a93fd,b48a7d310c29
b342daa35aae7592,bjd,SKUAV,1869,aee9c13e2f,19904f639461
fe082347501ddbc5,cfy,LKFXR,9718,b1d03c3a6d,f79b62e79d8b
b3b88c10716d19c3,sxy,KDXGP,3174,74b98ecf75,f5b48a3e2410
5eaef422417f257c,xor,SKUAV,5610,80032d4241,09d0af1ae1d7
6265a5ad852d84dc,fyj,TNWBH,1629,4e079268a5,21bbaebe7c61
703f8c078661727b,plz,CYFTC,1869,3efab7a032,8c9638c981ce
740756bd8ea42d68,fyj,WMJTI,6497,47dcbb45fe,cbdf10505ab7
19dadf90cbebc7cc,nzu,VMTKB,9676,81f2ec4c65,4b663d9f8ed8
1f5d92ba61ce5a0e,tvo,VMTKB,3112,81f2ec4c65,c07180626934
6abca78cc94ed915,xor,FFDRW,8361,b6fe092e16,05541338b580
6a45a84313194f3b,zcx,KDXGP,2513,1ec2b5a6d2,02c0059bf7d4
fec15a138cf9a932,nmz,RACKQ,7964,43f89cf2f7,42f28733ae9b
55a4972ed92191ee,cwu,RACKQ,7083,43f89cf2f7,fefcac7f1df0
7a29ade95686c3f7,zmp,CPATY,1629,a7d20bc820,8ad526550235
22ece9c204589226,udm,EYBIE,1786,fe55aede36,4971f030d315
9b0043d8e3c83f69,msp,KTSKQ,7964,773a0b7044,9838fc96d5c3
c4e382eb4454d1c5,cgj,WATJZ,2312,a430d905f8,62d723c9e65b
480cac948f2fd64b,fyj,KTSKQ,6889,8a8e06719b,d830c8b5e8ae
11aabbb1ffd59b14,msp,XRIUV,3604,7a644dd7d1,18baadfdc8d1
6b2dad63bd35da1a,fyj,UUXDK,2312,dde854b2e8,a197458dd54c
90c2da9c4d3223f5,wdm,MPTOI,0075,bbc87e6905,bcc5bf01e9be
51e6abd5e466dbac,brl,LKFXR,7124,b1d03c3a6d,4d564a07e0ff
bf5c473845cf2239,zcx,CYFTC,2513,f38220bf40,02c0059bf7d4
3dbacae92a9b3ebb,xlw,OXIKM,9718,40645e4de3,5f1ee1c9e7f2
8241352806eaaee5,seq,WMJTI,8415,7e64c6c747,dc65eb50a724
48e8e01e34653c98,nxm,FFDRW,3174,e16e12bf08,46a0e8c295ae
2a32e17c89868522,tuf,GVLAE,3174,dece9c2791,ad0f2f311b67
5d1c2f2de0d559c6,tuf,CYFTC,8361,e9a4ff0b6f,38aee69eb96e
0fbe5decc395d843,cgj,EYBIE,7272,7a18c55f6f,aae03b6583a0
71ca61d852ac454d,cfy,KTSKQ,9718,21bee10210,f79b62e79d8b
95c48b2b8ba80ab9,xlw,KDXGP,9718,e01e6a26ac,5f1ee1c9e7f2
004cfcd9d3edfadf,xdb,SKUAV,2155,80032d4241,7b1b7f96dc60
29f2c5da7ba7f852,bej,TQUSG,1714,a13e9ec5b2,f8e0bfe78ad0
1e6e53d1f5029050,wxz,TKQJJ,5412,b5cede7687,ebcc3a9f13a2
4a503a38c26ea97e,jbz,UUXDK,3112,cb439b2cf4,373988238c4c
5630f6bf37d83c08,fyj,JPDAB,6497,9fff632e65,cbdf10505ab7
214b8f9da1d86a71,xor,FFDRW,1672,b6fe092e16,8926fc453bfd
43030389a044aecc,xdb,JPDAB,2155,ebaad7b53b,7b1b7f96dc60
26096040361636e3,yev,CYFTC,5610,14b40b22d0,65368eb62540
157a34aa67aadbdd,dtf,FFQCT,2155,dc05161525,2f5a9c3351e0
85209bccaba302fe,plz,LKFXR,6313,b1d03c3a6d,91c15b1f0ca7
dfcddf3cedef1e19,dtf,OXIKM,3630,70c48b7a77,436e9c8ffcff
0f98be668b313cb2,ojy,TKQJJ,3174,b5cede7687,145ea0a7d393
2aff27d3985bb2f3,msp,VMTKB,4244,81f2ec4c65,fee4661749c6
51abf7ef2c68e2b1,nzu,XRIUV,9676,db342233ee,4b663d9f8ed8
129ba71d5968a177,udm,XRIUV,1786,7a644dd7d1,4971f030d315
16e517e1e6aa18f9,ace,FFDRW,8801,b6fe092e16,9fea1d4b85da
cafb43803b8ec51c,fki,UUXDK,3087,3dd5674a2b,5042ac8f7f9d
0ccc2155cd82c4dd,nmz,FYFTN,7964,2af71c6784,42f28733ae9b
dcc2e00c31ceff25,xor,RACKQ,1672,aff5029f23,8926fc453bfd
d1c347eba8a82b05,udm,FFDRW,7788,b6fe092e16,38794dcd0387
b20c2b67635e2039,wdm,IAJYM,0075,3808c9b213,bcc5bf01e9be
3cd75a313456f881,qvg,XRIUV,0241,7f6e4b9553,6afe88f6eb5d
397f67bb8b2b7a38,xte,CYFTC,3112,e9a4ff0b6f,0c98fd1d552c
0719986dbfaa584d,bjd,FFQCT,1869,c281526710,19904f639461
e5d985388a92c858,tuf,UUXDK,3174,dde854b2e8,ad0f2f311b67
06c822d63f95eb45,reg,SKUAV,1054,283537941b,bc883fe0172b
cce5a74d2fdc081d,brl,KDXGP,4671,e01e6a26ac,6f51a7181e54
5a40f997d34a301c,tvo,RACKQ,7964,aff5029f23,a7abb6800cbe
0e980d972ad1ca3d,nxm,TKQJJ,3174,7748687c3a,46a0e8c295ae
